id,addr
852,"3500 52nd Avenue, Sacramento"
854,"4200 Dry Creek Road, North Sacramento, Sacramento"
855,"4900 Walnut Avenue, Sacramento"
858,"600 Geneva Avenue, Outer Mission, San Francisco"
859,"2200 24th Avenue, Sunset District, San Francisco"
860,"2300 Cabrillo Street, Richmond District, San Francisco"
862,"300 West 6th Street, Tracy"
863,"2400 Filbert Street, McClymonds, Oakland"
864,"22400 Victory Drive, Longwood - Winton Grove, Hayward"
865,"2000 Pine Knoll Drive, Rossmoor, Walnut Creek"
866,"0 Bernard Street, Nob Hill, San Francisco"
867,"2200 Post Street, Western Addition, San Francisco"
868,"500 Diamond Street, Noe Valley, San Francisco"
869,"0 Holiday Lane, Concord"
870,"1800 Marshall Petaluma Road, Petaluma"
875,"2200 Waverly Avenue, Alum Rock, San Jose"
876,"4300 Sayoko Circle, South San Jose, San Jose"
877,"1600 Dewey Street, Vallejo"
880,"3300 6th Avenue, Southeastern Sacramento, Sacramento"
881,"3600 South Court, Fairmeadow, Palo Alto"
883,"Skyline Court, Vallejo"
884,"1100 Olympia Avenue, Seaside"
885,"6300 Colby Street, Upper Telegraph, Oakland"
886,"4400 Telegraph Avenue, Temescal, Oakland"
887,"1300 Santa Fe Avenue, Northwest Berkeley, Berkeley"
888,"300 Annette Lane, Santa Clara, Hayward"
889,"4300 Fairwood Street, Grimmer, Fremont"
891,"1900 Railroad Avenue, Pittsburg"
892,"2700 Ascot Drive, San Ramon"
893,"1600 Miner Avenue, San Pablo"
896,"Unnamed Road, Salinas"
897,"0 La Mesa Way, La Mesa Military Housing Complex, Monterey"
898,"3200 38th Avenue, Southeastern Sacramento, Sacramento"
904,"400 North Fernwood Circle, Snail, Sunnyvale"
905,"1000 Pine Street, Lower Nob Hill, San Francisco"
906,"2700 Octavia Street, Cow Hollow, San Francisco"
907,"2500 Turk Street, Richmond District, San Francisco"
908,"1200 18th Street, Potrero Hill, San Francisco"
909,"1400 40th Avenue, Sunset District, San Francisco"
910,"700 La Playa Street, Richmond District, San Francisco"
911,"500 East Weber Avenue, Civic Center, Stockton"
915,"300 Dolores Way, Sunshine Gardens, South San Francisco"
916,"1200 Willowhaven Drive, Central San Jose, San Jose"
917,"2100 Canoas Garden Avenue, South San Jose, San Jose"
918,"3100 Capewood Lane, North San Jose, San Jose"
919,"2900 Cabrillo Avenue, Santa Clara"
920,"100 Whisman Station Drive, Mountain View"
921,"5900 Pala Mesa Drive, Edenvale, San Jose"
922,"800 Crinella Drive, Petaluma"
923,"1300 North Carpenter Road, Modesto"
924,"600 Perfidia Street, Modesto"
926,"Uptown Alley, Central Sacramento, Sacramento"
927,"800 Aspen Way, Palo Verde, Palo Alto"
929,"3100 Ruskin Drive, North San Jose, San Jose"
930,"400 Northlake Drive, West San Jose, San Jose"
931,"10300 North Stelling Road, Cupertino"
935,"1600 Maddux Drive, Woodside Plaza, Redwood City"
936,"1500 Wawona Drive, Willow Glen South - Lincoln Glen, San Jose"
937,"600 Cornell Avenue, Albany"
938,"19900 Kings Creek Road, Boulder Creek"
939,"2900 Central Avenue, Alameda"
940,"25200 Belhaven Street, Southgate, Hayward"
941,"900 Powell Avenue, Healdsburg"
945,"400 Santa Alicia Drive, Rohnert Park"
946,"1900 Yolo Court, Santa Rosa"
948,"White Court, Marina"
949,"700 Santa Ray Avenue, Lakeshore, Oakland"
950,"Old Sled Trail, Bolinas"
951,"900 Towse Drive, Woodland"
953,"3600 Citrus Avenue, Walnut Creek"
954,"2900 Willow Road, San Pablo"
957,"33200 Central Avenue, Union City"
958,"4900 Hildasue Terrace, Ardenwood, Fremont"
959,"7300 Shadow Place, Dublin"
963,"600 Sutter Street, Lower Nob Hill, San Francisco"
964,"2900 Broderick Street, Cow Hollow, San Francisco"
965,"200 Topeka Avenue, Silver Terrace, San Francisco"
967,"1400 32nd Avenue, Sunset District, San Francisco"
968,"3200 Anza Street, Richmond District, San Francisco"
969,"600 South Ash Street, Park, Stockton"
973,"1400 Coolidge Avenue, Tracy"
974,"300 Mullet Court, Foster City"
975,"800 Kingfisher Drive, South San Jose, San Jose"
976,"2500 San Leandro Boulevard, Old San Leandro, San Leandro"
977,"2200 Terrena Valley Drive, East San Jose, San Jose"
980,"6600 Spruce Lane, Dublin"
981,"4900 Bernal Avenue, Pleasanton"
982,"4200 Cabernet Court, Pleasanton"
983,"4100 Fairlands Drive, Pleasanton"
984,"0 East Vineyard Avenue, Livermore"
985,"300 West Jack London Boulevard, Livermore"
986,"200 Quartz Circle, Livermore"
1011,"6500 Sellers Avenue, Oakley"
1012,"5900 Marina Road, Discovery Bay"
1013,"1300 August Way, Antioch"
1014,"Delta de Anza Regional Trail, Antioch"
1015,"800 East 3rd Street, Pittsburg"
1016,"2200 East Leland Road, Pittsburg"
1017,"Suisun Avenue, Bay Point"
1018,"LDU Drive, Martinez"
1019,"2800 Waterfront Road, Martinez"
1020,"300 Lindsey Drive, Martinez"
1021,"3100 Teigland Road, Lafayette"
1022,"4400 Prairie Willow Court, Concord"
1023,"1300 Cross Way, Monument Corridor, Concord"
1024,"1500 Orange Street, Concord"
1025,"Briones to Mount Diablo Regional Trail, Walnut Creek"
1026,"2000 San Miguel Drive, Walnut Creek"
1027,"200 Tangerine Court, San Ramon"
1028,"100 Sugar Creek Lane, Alamo"
1029,"200 La Questa Drive, Danville"
1030,"5300 Lawton Avenue, Shafter, Oakland"
1031,"1100 Cambridge Drive, Lafayette"
1032,"Shore Trail, Lafayette"
1033,"6500 Horsemans Canyon Drive, Rossmoor, Walnut Creek"
1034,"0 Tracy Court, Moraga"
1035,"100 Pinehurst Road, Canyon"
1036,"Wilder Road, Wilder, Orinda"
1037,"1900 Eagle Peak Avenue, Clayton"
1038,"Kestrel Loop Trail, Rodeo"
1039,"Stewartville Trail, Antioch"
1040,"1100 Empire Mine Road, Antioch"
1041,"600 Alumrock Drive, Antioch"
1042,"500 Bourne Lane, Danville"
1043,"Tassajara Ridge Trail, San Ramon"
1044,"Rosa Blanca Drive, Pittsburg"
1045,"100 Pearl Street, Oakland Ave - Harrison St, Oakland"
1046,"300 Grand Avenue, Adams Point, Oakland"
1047,"1700 Eastshore Boulevard, El Cerrito"
1048,"Upper Fire Trail, Berkeley"
1049,"6100 Harwood Avenue, Rockridge, Oakland"
1050,"3700 Towns Court, Pinole"
1051,"2600 Humphrey Avenue, North & East, Richmond"
1052,"200 Collins Street, Atchison Woods, Richmond"
1053,"500 Haddon Road, Cleveland Heights, Oakland"
1054,"0 Avon Road, Kensington"
1056,"100 Lakeside Drive, Downtown Oakland, Oakland"
1057,"6300 Brookside Avenue, Upper Rockridge, Oakland"
1058,"6700 Armour Drive, Montclair, Oakland"
1059,"900 East 22nd Street, Clinton, Oakland"
1060,"3600 East 8th Street, South Kennedy Tract, Oakland"
1061,"200 Linus Pauling Drive, Hercules"
1062,"3300 Davis Street, Peralta Hacienda, Oakland"
1063,"800 54th Avenue, Coliseum Industrial, Oakland"
1064,"2200 48th Avenue, Fremont, Oakland"
1065,"3400 Noyo Street, Woodminster, Oakland"
1066,"7200 Doolittle Drive, Oakland"
1067,"10200 E Street, North Stonehurst, Oakland"
1068,"1600 Poplar Street, West Oakland, Oakland"
1069,"700 Hillside Avenue, Albany"
1070,"1000 Cornell Avenue, Albany"
1071,"2000 Rose Street, North Berkeley, Berkeley"
1072,"1700 Chestnut Street, Northwest Berkeley, Berkeley"
1073,"100 Panoramic Way, Berkeley"
1074,"2300 Ninth Street, Southwest Berkeley, Berkeley"
1079,"0 The Plaza Drive, Claremont, Berkeley"
1080,"Pier 2, Emeryville"
1081,"1300 Powell Street, Emeryville"
1082,"2000 Clement Avenue, Alameda"
1083,"3000 Calhoun Street, Alameda"
1084,"500 Tarryton Isle, West Alameda, Alameda"
1085,"22200 Eden Canyon Road, Castro Valley"
1086,"20900 Wilbeam Avenue, Castro Valley"
1087,"900 Dowling Boulevard, Broadmoor, San Leandro"
1088,"300 Dowling Boulevard, Broadmoor District, San Leandro"
1089,"1700 Wayne Avenue, Davis Tract, San Leandro"
1090,"200 Reva Avenue, Davis Tract, San Leandro"
1093,"2500 Marineview Drive, Bay-O-Vista, San Leandro"
1094,"14900 Western Avenue, Lower Bal, San Leandro"
1095,"1100 143rd Avenue, Lower Bal, San Leandro"
1096,"15200 Wiley Street, Washington Manor - Bonaire, San Leandro"
1097,"15500 Tracy Street, San Lorenzo"
1098,"600 Elgin Street, San Lorenzo"
1099,"30600 Palomares Road, Castro Valley"
1100,"0 Via Diego, San Lorenzo"
1101,"15800 Corte Mariana, San Lorenzo"
1102,"22500 Lindberg Court, Mission - Foothill, Hayward"
1103,"27100 Patrick Avenue, Harder - Tennyson, Hayward"
1104,"31800 Veril Way, Fairway Prk, Hayward"
1105,"Unnamed Road, Castro Valley"
1106,"30100 Ahern Avenue, Union City"
1107,"36000 Cherry Street, Newark"
1111,"John Slough, Novato"
1113,"3500 Hicks Valley Road, Novato"
1114,"0 Bahama Reef, Novato"
1115,"Saint Vincents Drive, San Rafael"
1116,"100 Redwood Drive, Woodacre"
1117,"700 Redwood Road, San Anselmo"
1118,"0 South Ridgewood Road, Kentfield"
1119,"0 Locust Avenue, Larkspur"
1120,"0 Spindrift Passage, Corte Madera"
1121,"300 Ridgewood Avenue, Mill Valley"
1128,"7800 Amherst Street, Meadowview, Sacramento"
1132,"8600 Folsom Boulevard, Southeastern Sacramento, Sacramento"
1133,"100 Bercut Drive, Central Sacramento, Sacramento"
1135,"3200 Vichy Springs Road, Ukiah"
1144,"500 Sunrise Street, Salinas"
1146,"1100 10th Street, Central Sacramento, Sacramento"
1148,"3800 1st Avenue, Southeastern Sacramento, Sacramento"
1152,"700 West Acacia Street, Salinas"
1153,"100 Sherwood Drive, Salinas"
1154,"16300 Castello Knolls Drive, Prunedale"
1155,"10600 Seymour Street, Castroville"
1156,"13000 Luber Street, Salinas"
1157,"18400 Northridge Drive, Salinas"
1158,"1200 Paseo Grande, Salinas"
1159,"1200 Nogal Drive, Salinas"
1160,"800 East Laurel Drive, Salinas"
1161,"23700 Parker Road, Salinas"
1162,"27700 River Road, Salinas"
1170,"0 Junipero Street, Northwest Carmel, Carmel-by-the-Sea"
1171,"3100 Forest Lake Road, Pebble Beach, Del Monte Forest"
1172,"100 Dewey Street, Pacific Grove"
1173,"500 Hawthorne Street, Monterey"
1174,"Indian Street, Marina"
1177,"5700 Foothill Road, Rocklin"
1180,"Cemetery Road, Yountville"
1181,"4100 Network Circle, Santa Clara"
1182,"1300 Dayton Street, Salinas"
1183,"700 Seymour Street, Napa"
1184,"2000 Seville Court, Napa"
1185,"1700 Action Avenue, Napa"
1186,"4000 Tall Grass Drive, Napa"
1192,"100 Brookside Drive, Angwin"
1194,"1400 Rose Glen Drive, East Roseville Parkway, Roseville"
1201,"Holesapple Road, Fairfield"
1202,"4600 Green Valley Road, Fairfield"
1203,"2500 Hilborn Road, Fairfield"
1204,"4900 Couples Circle, Fairfield"
1205,"2300 White Drive, Fairfield"
1206,"200 Beck Avenue, Fairfield"
1207,"42800 Newport Drive, Grimmer, Fremont"
1208,"3700 North Monitor Circle, Lincoln Village West, Stockton"
1209,"600 Woodside Drive, Woodside Hills, Woodside"
1210,"Cypress Ridge Road, Redwood City"
1211,"700 Coleman Avenue, Menlo Park"
1212,"1300 Gateway Boulevard, Fairfield"
1213,"2000 Thrush Way, Fairfield"
1214,"3800 Gum Tree Road, Suisun City"
1215,"0 Travis Avenue, Travis Air Force Base, Fairfield"
1216,"100 Carlton Avenue, Vacaville"
1217,"600 Youngsdale Drive, Vacaville"
1218,"5500 Vanden Road, Vacaville"
1219,"400 Shannon Drive, Vacaville"
1220,"1700 Balsa Avenue, Doerr - Steindorf, San Jose"
1221,"2300 Pamela Lane, Modesto"
1222,"2300 Stratford Drive, Cambrian, San Jose"
1223,"Redding Road, Sonoma"
1224,"200 Ely Road North, Petaluma"
1225,"0 Payran Street, Petaluma"
1226,"600 Cavanaugh Lane, Petaluma"
1227,"5400 Lichau Road, Penngrove"
1230,"1600 East Grayson Road, Ceres"
1231,"4500 South Central Avenue, Turlock"
1232,"0 West Hedding Street, Central San Jose, San Jose"
1233,"1600 Emory Street, Central San Jose, San Jose"
1234,"200 North 26th Street, Central San Jose, San Jose"
1235,"700 Banff Street, Central San Jose, San Jose"
1236,"700 Vine Street, Central San Jose, San Jose"
1237,"400 Lincoln Avenue, Central San Jose, San Jose"
1238,"7000 Blue Gum Avenue, Modesto"
1241,"4300 La Torre Avenue, South San Jose, San Jose"
1243,"3100 Oakbridge Drive, East San Jose, San Jose"
1244,"800 Jackson Street, Chinatown, San Francisco"
1245,"500 Geary Street, Tenderloin, San Francisco"
1246,"300 McAllister Street, Civic Center, San Francisco"
1247,"100 Magnolia Street, Marina District, San Francisco"
1248,"2800 Scottsdale Court, East San Jose, San Jose"
1249,"2400 Elkins Way, Evergreen, San Jose"
1250,"3700 Carick Place Way, East San Jose, San Jose"
1251,"2200 Lanai Avenue, East San Jose, San Jose"
1252,"2100 Cinderella Lane, East San Jose, San Jose"
1253,"500 Ripley Drive, Alum Rock, San Jose"
1254,"500 Rainwell Drive, Alum Rock, San Jose"
1255,"500 Dutton Avenue, Southwest Santa Rosa, Santa Rosa"
1257,"2400 Octavia Street, Pacific Heights, San Francisco"
1258,"2600 Broadway, Pacific Heights, San Francisco"
1259,"2100 Divisadero Street, Pacific Heights, San Francisco"
1260,"1800 Scott Street, Western Addition, San Francisco"
1261,"700 Presidio Avenue, Western Addition, San Francisco"
1262,"900 Remillard Court, Central San Jose, San Jose"
1263,"Eastern Route Trail, Santa Rosa"
1264,"5400 Alta Monte Drive, Santa Rosa"
1265,"0 Stoneybrook Avenue, Excelsior, San Francisco"
1266,"Spring Creek Trail, Santa Rosa"
1267,"6400 Cottage Ridge Road, Santa Rosa"
1268,"2300 Wyatt Court, Santa Rosa"
1269,"500 Yosemite Drive, Milpitas"
1270,"1500 Larkwood Court, Milpitas"
1271,"200 Bacon Street, Excelsior, San Francisco"
1272,"500 Moscow Street, Excelsior, San Francisco"
1273,"200 Naglee Avenue, Outer Mission, San Francisco"
1274,"13700 Westboro Drive, Alum Rock, San Jose"
1275,"0 McLaren Avenue, Sea Cliff, San Francisco"
1276,"1100 Golden Gate Avenue, Western Addition, San Francisco"
1277,"300 Hayes Street, Civic Center, San Francisco"
1278,"100 Noe Street, The Castro, San Francisco"
1279,"1100 Folsom Street, South of Market, San Francisco"
1280,"300 Church Street, Mission District, San Francisco"
1281,"700 Guerrero Street, Mission Dolores, San Francisco"
1282,"1600 Church Street, Noe Valley, San Francisco"
1283,"10700 Crothers Road, Alum Rock, San Jose"
1284,"1400 Bob White Place, North San Jose, San Jose"
1285,"1700 Bethany Avenue, North San Jose, San Jose"
1286,"1300 Chewpon Avenue, Milpitas"
1287,"1700 Vegas Avenue, Milpitas"
1288,"7500 Winona Lane, Sebastopol"
1289,"11600 Graton Road, Sebastopol"
1290,"17000 Sweetwater Springs Road, Guerneville"
1291,"1500 Balboa Street, Richmond District, San Francisco"
1292,"1300 Wright Loop, Presidio, San Francisco"
1293,"400 Moraga Street, Sunset District, San Francisco"
1294,"600 Panorama Drive, Midtown Terrace, San Francisco"
1295,"0 Avoca Alley, West of Twin Peaks, San Francisco"
1296,"1300 22nd Avenue, Sunset District, San Francisco"
1297,"100 Font Boulevard, Lakeshore, San Francisco"
1298,"200 3rd Avenue, Richmond District, San Francisco"
1299,"8700 Mission Rock Street, South of Market, San Francisco"
1300,"200 John F Kennedy Drive, Golden Gate Park, San Francisco"
1301,"2400 Delaware Avenue, Pacific, Stockton"
1302,"Tasman Drive, Santa Clara"
1303,"0 Rose Orchard Way, North San Jose, San Jose"
1304,"2300 Lafayette Street, Santa Clara"
1305,"1000 Morris Court, Central San Jose, San Jose"
1306,"2400 Moraine Drive, Santa Clara"
1307,"1100 Block Drive, Santa Clara"
1308,"2300 Kenwood Avenue, Central San Jose, San Jose"
1309,"300 Kiely Boulevard, West San Jose, San Jose"
1310,"1400 Essex Way, West San Jose, San Jose"
1311,"4600 Alex Drive, West San Jose, San Jose"
1313,"3300 West Cherry Creek Road, Cloverdale"
1318,"3100 East Fremont Street, Stockton"
1320,"1900 South Monroe Street, Seaport, Stockton"
1321,"700 Houston Avenue, Seaport, Stockton"
1322,"500 North Gertrude Avenue, Stockton"
1326,"4500 Heron Lakes Drive, Brookside, Stockton"
1329,"1100 Archer Way, San Tomas, Campbell"
1330,"15700 Shannon Road, Los Gatos"
1331,"500 University Avenue, Los Gatos"
1332,"100 Los Patios, Los Gatos"
1333,"21800 Lomita Avenue, Cupertino"
1334,"1100 Danbury Drive, Alderbrook, San Jose"
1335,"19300 Greenwood Circle, Cupertino"
1336,"1400 Bobwhite Avenue, Sunnyvale"
1337,"1100 Jamestown Drive, Sunnyvale West, Sunnyvale"
1338,"700 East Evelyn Avenue, Sunnyvale"
1339,"700 San Juan Drive, San Miguel, Sunnyvale"
1343,"500 Grimes Avenue, Modesto"
1344,"1000 Carlos Court, Modesto"
1350,"100 Pueblo Avenue, Shackelford, Modesto"
1356,"12600 West Highway 12, Acampo"
1357,"1300 Holly Avenue, Los Altos"
1358,"4100 Coulombe Drive, Green Acres, Palo Alto"
1359,"3000 Waverley Street, Midtown, Palo Alto"
1360,"300 Waverley Street, Downtown North, Palo Alto"
1361,"26200 Catharine Court, Los Altos Hills"
1363,"Reservoir Road, Stanford"
1369,"3000 Azevedo Drive, North Sacramento, Sacramento"
1371,"Metro Air Parkway, North Natomas, Sacramento"
1373,"3700 Myrtle Avenue, North Highlands"
1381,"April Trail, Almaden, San Jose"
1385,"21800 Fortini Road, Almaden, San Jose"
1386,"5700 Beswick Drive, South San Jose, San Jose"
1387,"400 Fieldcrest Drive, South San Jose, San Jose"
1388,"100 Carling Court, South San Jose, San Jose"
1390,"5500 Foothill Garden Court, Foothill Gardens, Sacramento"
1396,"Butterfield Boulevard, Morgan Hill"
1397,"16600 Glen Kanyon Court, Morgan Hill"
1398,"300 Heidi Court, Morgan Hill"
1399,"Levee, Gilroy"
1401,"800 Frewert Road, Lathrop"
1403,"400 Monte Vista, Tracy"
1404,"300 Derecho Way, Tracy"
1405,"Lauriana Lane, Tracy"
1406,"600 Choctaw Drive, South San Jose, San Jose"
1407,"300 Kalana Avenue, Morgan Hill"
1408,"18300 Castle Hill Drive, Morgan Hill"
1409,"1900 Alpet Drive, Morgan Hill"
1410,"Gold Rush Drive, Gold River"
1412,"10900 Glenhaven Way, Walnut Woods, Rancho Cordova"
1415,"9900 Vanguard Drive, Lincoln Village, Sacramento"
1417,"3400 Skyward Court, Ellenwood Court, Sacramento"
1418,"9500 River Rose Way, Premier Garden, Sacramento"
1424,"Great Meadow Bike Path, Santa Cruz"
1425,"400 Frederick Street, Seabright, Santa Cruz"
1426,"900 Freedom Boulevard, Watsonville"
1429,"100 Holm Road, Watsonville"
1431,"2600 Highway 9, Felton"
1432,"1500 Nelson Road, Scotts Valley"
1437,"200 Knowles Avenue, Daly City"
1438,"300 87th Street, St. Francis, Daly City"
1439,"4000 Branciforte Drive, Santa Cruz"
1440,"200 Minto Road, Watsonville"
1441,"300 Thompson Road, Watsonville"
1442,"11600 Bruceville Road, Elk Grove"
1443,"100 Serramonte Boulevard, Serramonte, Daly City"
1444,"4300 Bolsa Road, Hollister"
1445,"1900 Meridian Street, Hollister"
1446,"700 Larch Avenue, Paradise Valley, South San Francisco"
1447,"200 9th Lane, Downtown, South San Francisco"
1448,"300 Baden Avenue, Downtown, South San Francisco"
1449,"500 Forbes Boulevard, The East Side, South San Francisco"
1450,"0 Brookhaven Court, Fairmont, Pacifica"
1451,"400 Loma Vista Terrace, Sharp Park, Pacifica"
1452,"200 Ramona Avenue, Vallemar, Pacifica"
1453,"2700 Campus Drive, Beresford Park, San Mateo"
1454,"300 East 28th Avenue, South San Mateo, San Mateo"
1455,"1800 Helene Court, East San Mateo, San Mateo"
1456,"Montara Mountain Trail, Pacifica"
1457,"1500 Donner Avenue, San Bruno"
1458,"0 Colorados Drive, Millbrae"
1459,"1400 Vancouver Avenue, Easton Addition, Burlingame"
1460,"400 Williams Place, Central San Mateo, San Mateo"
1461,"200 North Fremont Street, Central San Mateo, San Mateo"
1462,"1600 54th Avenue, Wentworth Holland, Oakland"
1463,"1000 Pensacola Street, Foster City"
1464,"200 Cupertino Way, South San Mateo, San Mateo"
1465,"Highgate Road, Vallejo"
1467,"2600 Somerset Drive, Belmont"
1468,"0 Wessex Way, San Carlos"
1469,"0 Maloney Court, Oak Knoll - Redwood Park, Redwood City"
1470,"1500 Oxford Street, Palm Park, Redwood City"
1471,"3900 Farm Hill Boulevard, Farm Hills, Redwood City"
1472,"200 Oakhurst Place, Suburban Park - Lorelei Manor - Flood Park Triangle, Menlo Park"
1473,"2800 Fordham Street, East Palo Alto"
1475,"1000 Greenmont Drive, Vallejo"
1476,"Clipper Drive, Vallejo"
1477,"1200 Sacramento Street, Vallejo"
1478,"400 Meadows Drive, Vallejo"
1479,"Bee Biology Road, Davis"
1481,"Unnamed Road, Benicia"
1482,"700 Mockingbird Place, Northstar, Davis"
1484,"29300 Lassen Street, Tennyson - Alquire, Hayward"
1488,"Unnamed Road, Woodland"
1492,"33500 7th Street, Union City"
1495,"1600 Tremont Drive, Santa Cruz"
1498,"1100 Park Avenue, Emeryville"
1499,"900 Atlantic Avenue, Alameda"
1504,"5800 Christie Avenue, Emeryville"
1505,"5100 Diane Lane, Livermore"
1510,"500 Buena Vista Avenue, West Alameda, Alameda"
1511,"2300 Oregon Street, South Berkeley, Berkeley"
1512,"2000 Essex Street, South Berkeley, Berkeley"
1513,"Dwight D. Eisenhower Highway, Berkeley"
1514,"1700 McGee Avenue, North Berkeley, Berkeley"
1515,"1700 Scenic Avenue, Northside, Berkeley"
1516,"1300 Ward Street, Southwest Berkeley, Berkeley"
1517,"1000 Central Avenue, West Alameda, Alameda"
1518,"1300 67th Street, Southwest Berkeley, Berkeley"
1519,"2600 99th Avenue, Toler Heights, Oakland"
1520,"10600 Voltaire Avenue, Las Palmas, Oakland"
1521,"1700 105th Avenue, Iveywood, Oakland"
1522,"700 Ramona Avenue, Albany"
1523,"1000 Neilson Street, Albany"
1524,"1700 Portland Avenue, Berkeley Hills, Berkeley"
1525,"1400 Edith Street, North Berkeley, Berkeley"
1526,"500 Weldon Avenue, Grand Lake, Oakland"
1527,"200 John Street, Piedmont Avenue, Oakland"
1528,"6400 Gwin Road, Merriewood, Oakland"
1529,"6100 Estates Drive, Montclair, Piedmont"
1530,"0 Blachford Court, Piedmont Pines, Oakland"
1531,"3800 Elston Avenue, Glenview, Oakland"
1532,"600 East 18th Street, Clinton, Oakland"
1533,"1600 11th Avenue, Clinton, Oakland"
1534,"600 East 8th Street, Downtown Oakland, Oakland"
1535,"1900 Irving Avenue, Meadow Brook, Oakland"
1536,"2900 Sheffield Avenue, Reservoir Hills, Oakland"
1537,"3200 Suter Street, Upper Peralta Creek, Oakland"
1538,"1500 35th Avenue, Fruitvale, Oakland"
1539,"4600 Reinhardt Drive, Redwood Heights, Oakland"
1540,"6500 Outlook Avenue, Millsmont, Oakland"
1541,"6200 Foothill Boulevard, Bancroft Business, Oakland"
1542,"1100 77th Avenue, Fitchburg, Oakland"
1543,"1700 Auseon Avenue, Webster, Oakland"
1544,"8600 Dowling Street, Castlemont, Oakland"
1545,"1300 Willow Avenue, Hercules"
1546,"5400 Sobrante Avenue, El Sobrante"
1547,"2600 Brian Road, San Pablo"
1548,"27800 Manon Avenue, Harder - Tennyson, Hayward"
1549,"200 Revere Avenue, Fairway Prk, Hayward"
1550,"30800 San Clemente Street, Hayward"
1551,"100 Palm Drive, Union City"
1552,"2000 H Street, Union City"
1553,"32500 Union City Boulevard, Union City"
1554,"Fox Avenue, Centerville, Fremont"
1555,"3600 Johnson Court, Northgate, Fremont"
1556,"3400 Beard Road, Northgate, Fremont"
1557,"7000 Auto Mall Parkway, Fremont"
1558,"2700 Provence Court, Livermore"
1559,"500 Embarcadero West, Downtown Oakland, Oakland"
1562,"1100 Stevenson Boulevard, Central District, Fremont"
1563,"38000 Glendale Drive, Centerville, Fremont"
1564,"1300 Tolteca Court, Weibel, Fremont"
1565,"Spring Valley Trail, Fremont"
1566,"48800 Semillon Drive, Warm Springs, Fremont"
1567,"Lake Boulevard, Newark"
1568,"8400 Central Avenue, Newark"
1570,"0 Tehan Canyon Road, Pleasanton"
1571,"500 Stonebridge Court, Pleasant Hill"
1574,"4200 Dublin Boulevard, Dublin"
1575,"7600 Brighton Drive, Dublin"
1577,"800 West Tower Avenue, Alameda"
1578,"Maguire Peaks Loop Trail, Sunol"
1582,"Riley Ridge Road, Castro Valley"
1583,"17900 Lake Chabot Road, Castro Valley"
1584,"2700 Jennifer Drive, Castro Valley"
1585,"20000 Lake Chabot Road, Castro Valley"
1586,"2500 Civic Avenue, Hayward Highland, Hayward"
1587,"29200 Bodega Street, Mission - Garin, Hayward"
1588,"Lilienthal Road, Livermore"
1589,"3400 Croak Road, Pleasanton"
1590,"6900 Crane Ridge Road, Livermore"
1592,"4800 Northridge Road, Martinez"
1594,"400 Pamela Court, Burbank, Hayward"
1595,"0 Austin Avenue, Jackson Triangle, Hayward"
1596,"24700 Mohr Drive, Mount Eden, Hayward"
1597,"26200 Regal Avenue, Harder - Tennyson, Hayward"
1598,"600 Parkhaven Court, Pleasant Hill"
1599,"400 Monti Circle, Pleasant Hill"
1602,"0 Carquinez Scenic Drive, Martinez"
1603,"900 Pinon Drive, Martinez"
1604,"200 John Glenn Drive, Concord"
1605,"2900 Esperanza Drive, Concord"
1606,"1700 Landana Drive, Dana Estates, Concord"
1608,"1100 Studebaker Road, Saranap, Walnut Creek"
1609,"500 Lakewood Circle, Walnut Creek"
1610,"1100 Eden Plains Road, Brentwood"
1612,"Big Break Regional Trail, Oakley"
1613,"1800 Castle Gate Road, Walnut Creek"
1614,"1500 Detroit Avenue, Monument Corridor, Concord"
1615,"1000 Irwin Court, Concord"
1616,"1400 Bentley Street, Concord"
1617,"1000 Norwich Place, Ygnacio Valley, Walnut Creek"
1618,"500 North San Carlos Drive, Walnut Creek"
1619,"600 Castle Rock Road, Walnut Creek"
1620,"14800 Byron Highway, Byron"
1621,"1900 Dolphin Place, Discovery Bay"
1622,"2500 Pittsburg-Antioch Highway, Antioch"
1623,"2900 Los Altos Way, Antioch"
1624,"2900 Roosevelt Lane, Antioch"
1625,"1900 Cardiff Drive, Pittsburg"
1626,"3200 Harbor Street, Pittsburg"
1627,"Briones to Mount Diablo Regional Trail, Walnut Creek"
1628,"800 Orange Blossom Way, Danville"
1629,"500 Peru Avenue, Excelsior, San Francisco"
1630,"800 Bacon Street, Excelsior, San Francisco"
1631,"0 Bangor Court, San Ramon"
1632,"1300 Dutch Mill Drive, Danville"
1633,"2800 Fountainhead Drive, San Ramon"
1634,"500 Hemme Avenue, Alamo"
1635,"1800 Lackland Drive, Alamo"
1636,"2300 Range Road, Pittsburg"
1637,"1100 Willow Pass Road, Bay Point"
1638,"Port Chicago Highway, Bay Point"
1639,"0 Curtis Street, Crocker-Amazon, San Francisco"
1640,"Sand Hill Trail, Danville"
1641,"South Monarch Road, San Ramon"
1642,"Rolling Hills Trail, San Ramon"
1643,"1000 Barkwood Court, Concord"
1644,"5700 Alhambra Valley Road, Martinez"
1645,"100 Zephyr, Hercules"
1646,"100 Murray Street, Bernal Heights, San Francisco"
1647,"500 Brunswick Street, Crocker-Amazon, San Francisco"
1648,"Historic Trail, Inner Sunset, San Francisco"
1649,"1300 10th Avenue, Inner Sunset, San Francisco"
1650,"1900 16th Avenue, Inner Sunset, San Francisco"
1651,"600 39th Street, North & East, Richmond"
1652,"900 18th Street, Belding Woods, Richmond"
